a47,a3,a2,a18,a5,a4,a46,a14,a45,a30,Class
3,326.65,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,9.28,0.0,5,2,3,4,666.999528,0.0,0.0,0
226,139946.33,13.7,10000,9828,172,98,1719.273256,29.0,29.0,0
3,11417.1,3798.53,6,3,3,4,0.539611,0.0,0.0,0
3,323.28,0.84,4,2,2,4,50.499508,0.0,0.0,0
3,65.42,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,482827.98,8403.19,101,57,44,4,0.98721,0.0,0.0,0
3,6.02,0.0,2,1,1,4,1.015183,0.0,0.0,0
226,350376.05,5951.41,82,47,35,270,0.212792,1.0,1.0,0
119,198946.48,6028.68,34,33,0,270,0.0,2.0,2.0,0
3,2.68,0.0,2,1,1,4,0.453916,0.0,0.0,0
436,0.0,0.0,1,1,0,270,0.0,7.0,7.0,0
60,909754.48,214.21,4248,4247,0,270,0.0,1.0,1.0,0
119,226778.27,5399.48,43,42,0,270,0.0,2.0,2.0,0
3,323.5,0.84,4,2,2,4,50.499508,0.0,0.0,0
3,325.57,0.6,4,2,2,4,50.499508,0.0,0.0,0
119,228976.47,2289.76,101,100,0,270,0.0,2.0,2.0,0
465,295192.13,52.71,10000,4911,5089,270,127.021936,9.0,9.0,0
3,325.65,1.78,4,2,2,4,50.499508,0.0,0.0,0
119,226787.75,5669.69,41,40,0,270,0.0,4.0,4.0,0
119,226766.85,2983.77,77,76,0,270,0.0,3.0,3.0,0
3,273057.78,30339.75,10,9,0,4,0.0,0.0,0.0,0
3,6.1,0.0,2,1,1,4,0.199136,0.0,0.0,0
431,839386.13,5049.43,317,164,153,270,1.321592,1.0,1.0,0
101,466806.08,19369.78,11,3,8,61,0.015567,3.0,3.0,0
308,291413.78,1929.89,152,151,0,270,0.0,5.0,5.0,0
3,325.1,0.37,4,2,2,4,50.499508,0.0,0.0,0
341,426687.28,4592.35,22,10,12,213,4.918225,16.0,16.0,0
314,747016.12,373502.99,3,2,1,270,0.234521,1.0,1.0,0
3,11.82,0.0,5,2,3,4,666.999528,0.0,0.0,0
3,894178.02,12154.99,16,12,4,4,26.218424,0.0,0.0,0
3,1274123.52,1170.44,2227,1047,1180,4,195.755349,0.0,0.0,0
3,564285.68,3501.52,315,159,156,4,1.635393,0.0,0.0,0
3,19.08,0.0,2,1,1,4,0.249496,0.0,0.0,0
3,31151.08,15574.88,4,2,2,4,4.74395,0.0,0.0,0
3,60500.77,30250.38,3,2,0,4,0.0,0.0,0.0,0
3,200255.38,66745.12,6,3,3,4,2.620523,0.0,0.0,0
3,14221.27,313.51,88,45,43,4,3.628116,0.0,0.0,0
257,454603.2,12261.06,33,25,8,270,3.428573,1.0,1.0,0
3,205326.7,2747.71,7,3,4,4,8.864419,0.0,0.0,0
308,100475.57,7728.89,14,13,0,270,0.0,1.0,1.0,0
3,143883.58,17983.02,16,8,8,4,4.99934,0.0,0.0,0
3,671.3,0.0,2,1,1,4,0.998498,0.0,0.0,0
3,66.62,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,312.37,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,10.28,0.0,2,1,1,4,0.070011,0.0,0.0,0
308,818612.1,27856.41,42,29,13,270,1.01457,1.0,1.0,0
187,732307.45,1377.4,1051,525,526,270,0.204205,2.0,2.0,0
78,1224443.63,97756.17,18,2,16,270,637.686983,6.0,6.0,0
121,1752475.73,2290.11,300,219,81,84,61.124582,35.0,36.0,0
3,7749.32,0.0,2,1,1,4,1.633,0.0,0.0,0
3,526602.15,23929.79,43,22,21,4,0.362149,0.0,0.0,0
3,323.42,0.04,4,2,2,4,50.499286,0.0,0.0,0
243,283974.42,973.03,271,119,152,98,48.277614,43.0,44.0,0
3,129192.1,16147.1,15,8,7,4,3.534767,0.0,0.0,0
119,319307.42,1308.64,245,244,0,270,0.0,4.0,4.0,0
3,218255.38,43647.13,10,5,5,4,202.545018,0.0,0.0,0
3,58.85,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,98249.23,1851.57,106,53,53,4,0.389876,0.0,0.0,0
3,256760.1,25609.02,18,10,8,4,117.542294,0.0,0.0,0
3,827091.28,28279.08,59,29,30,4,0.048367,0.0,0.0,0
3,69.72,0.58,5,2,3,4,33.666149,0.0,0.0,0
202,813883.27,6629.43,211,91,120,123,4.653928,14.0,14.0,0
202,332140.85,3248.02,101,83,18,123,0.348889,14.0,14.0,0
119,226784.83,5154.2,45,44,0,270,0.0,2.0,2.0,0
3,71.27,0.07,5,2,3,4,33.666149,0.0,0.0,0
3,201365.5,100652.52,4,2,2,4,2.159756,0.0,0.0,0
119,198909.9,9945.5,21,20,0,270,0.0,2.0,2.0,0
413,546292.18,0.0,14,1,13,270,1.592519,0.0,0.0,0
3,1905.92,633.02,6,3,3,4,0.322867,0.0,0.0,0
3,5.75,0.0,2,1,1,4,4.998489,0.0,0.0,0
3,314.98,0.0,3,1,2,4,50.499508,0.0,0.0,0
308,564395.93,3216.21,144,79,65,189,0.254257,1.0,1.0,0
3,1.33,0.0,2,1,1,4,4.49916,0.0,0.0,0
205,552554.17,11064.5,532,22,510,127,1.710984,11.0,14.0,0
308,192603.17,1926.03,101,100,0,270,0.0,1.0,1.0,0
3,331.53,0.01,5,3,2,4,50.499487,0.0,0.0,0
154,707906.55,1610.22,283,234,49,98,0.778224,10.0,10.0,0
3,317.83,0.84,4,2,2,4,50.499286,0.0,0.0,0
308,80852.55,443.91,53,5,48,270,0.013911,1.0,1.0,0
3,146517.4,0.0,7,1,6,4,0.100726,0.0,0.0,0
75,1627898.42,6962.46,209,149,60,216,103.125902,35.0,35.0,0
3,321.53,0.39,4,2,2,4,50.499508,0.0,0.0,0
375,541976.25,6435.77,74,18,56,237,1.259391,33.0,33.0,0
3,3.92,0.0,2,1,1,4,0.889837,0.0,0.0,0
3,73.42,0.23,5,2,3,4,33.666159,0.0,0.0,0
3,51.77,0.0,3,1,2,4,50.499475,0.0,0.0,0
3,309.73,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,328.42,0.0,4,1,3,4,33.666171,0.0,0.0,0
3,323.08,0.3,4,2,2,4,50.499508,0.0,0.0,0
413,1503604.9,3497.89,785,429,356,294,0.848755,0.0,0.0,0
3,9.97,0.0,2,1,1,4,0.868869,0.0,0.0,0
3,54.97,0.0,4,1,3,4,33.665988,0.0,0.0,0
3,321.82,1.21,5,2,3,4,33.666171,0.0,0.0,0
3,322.12,0.21,4,2,2,4,50.499508,0.0,0.0,0
308,324934.63,3236.19,124,100,24,270,0.817177,2.0,2.0,0
119,888549.67,9324.78,5,3,2,270,14.33821,4.0,4.0,0
3,694915.02,3229.4,428,214,214,4,0.081824,0.0,0.0,0
308,241722.22,8857.97,31,15,16,270,1.45438,1.0,1.0,0
3,323.78,1.05,4,2,2,4,50.499508,0.0,0.0,0
3,78297.17,7825.62,20,10,10,4,4.14683,0.0,0.0,0
372,119956.72,14158.72,5,2,3,236,0.01606,1.0,1.0,0
3,315510.1,12122.66,51,26,25,4,0.277568,0.0,0.0,0
3,3.32,0.0,2,1,1,4,0.046386,0.0,0.0,0
413,540601.6,20015.0,51,27,24,270,1.283508,1.0,1.0,0
3,29336.65,6.02,3,2,1,4,1.998677,0.0,0.0,0
3,306.57,0.0,3,1,2,4,50.499508,0.0,0.0,0
416,284049.12,1057.52,531,266,265,270,0.194844,2.0,2.0,0
3,63.95,0.0,4,1,3,4,33.666149,0.0,0.0,0
308,226780.17,2099.82,109,108,0,270,0.0,1.0,1.0,0
3,51.17,0.0,4,1,3,4,33.666149,0.0,0.0,0
400,80281.52,544.96,272,146,126,270,4.859211,1.0,1.0,0
436,954065.35,9240.26,82,69,13,270,1.759033,7.0,7.0,0
166,22667.8,0.0,12,0,12,270,0.005,1.0,1.0,0
3,88332.33,44166.17,3,2,0,4,0.0,0.0,0.0,0
3,463984.88,28988.76,32,16,16,4,1.32707,0.0,0.0,0
78,909139.78,8709.45,176,104,72,270,0.976104,3.0,3.0,0
202,222609.43,387.45,20,7,13,123,7.650846,2.0,2.0,0
257,871549.78,4568.91,283,160,123,270,0.109988,5.0,5.0,0
332,450980.83,24565.38,41,9,32,17,1.474798,11.0,11.0,0
154,511085.87,4017.98,119,29,90,98,4.010252,33.0,33.0,0
450,1198107.57,3668.56,581,326,255,270,1.981194,1.0,1.0,0
3,334048.45,16693.78,39,20,19,4,3.896348,0.0,0.0,0
3,9.77,2.23,6,3,3,4,2.366085,0.0,0.0,0
78,748699.25,513.42,2800,1416,1384,270,1.095911,2.0,2.0,0
308,381759.6,30445.3,18,7,11,270,0.489402,1.0,1.0,0
3,45802.85,4152.03,22,11,11,4,63.011218,0.0,0.0,0
3,137599.07,4739.96,43,29,14,4,0.196363,0.0,0.0,0
308,291427.1,2723.62,108,107,0,270,0.0,3.0,3.0,0
119,200098.98,12506.19,17,16,0,270,0.0,2.0,2.0,0
119,226782.18,5154.14,45,44,0,270,0.0,2.0,2.0,0
3,326.03,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,883.77,427.61,4,2,2,4,0.064418,0.0,0.0,0
3,315.67,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,323.5,0.84,4,2,2,4,50.499508,0.0,0.0,0
336,80135.78,14561.8,9,5,4,210,5.75236,1.0,1.0,0
308,127548.63,0.0,2,1,1,270,2.024687,1.0,1.0,0
226,248396.37,13535.58,29,15,14,270,1.134039,2.0,2.0,0
3,4.68,0.0,5,2,3,4,666.999528,0.0,0.0,0
401,691346.23,7753.6,70,36,34,270,14.116686,11.0,11.0,0
308,226763.77,8721.68,27,26,0,270,0.0,4.0,4.0,0
3,14.88,0.0,2,1,1,4,1.998992,0.0,0.0,0
3,78283.67,21939.9,6,2,4,4,5.605977,0.0,0.0,0
3,33877.23,11158.03,6,3,3,4,0.294219,0.0,0.0,0
3,16590.25,8295.12,3,2,0,4,0.0,0.0,0.0,0
3,481360.63,15296.34,60,31,29,4,1.456362,0.0,0.0,0
436,1299432.23,998.74,1671,1292,379,270,0.977138,9.0,9.0,0
183,1054686.55,803.45,3627,171,3456,116,2.635848,61.0,63.0,0
3,309.45,0.0,4,1,3,4,33.666171,0.0,0.0,0
3,2.75,0.0,2,1,1,4,4.996803,0.0,0.0,0
11,49822.92,1747.2,16,14,2,270,35.725951,1.0,1.0,0
12,871107.25,8285.98,170,37,133,221,1.686638,40.0,41.0,0
247,1007381.3,11089.02,81,7,74,301,1.169189,66.0,67.0,0
3,760443.15,151667.17,14,5,9,4,0.528979,0.0,0.0,0
3,259001.92,30810.71,11,5,6,4,37.638761,0.0,0.0,0
119,226757.65,25195.29,10,9,0,270,0.0,2.0,2.0,0
154,393503.18,66911.64,305,5,300,98,0.142,8.0,8.0,0
308,105118.9,4043.03,27,26,0,270,0.0,1.0,1.0,0
436,332330.22,7394.37,65,42,23,270,1.717611,8.0,8.0,0
3,12834.0,3205.97,8,4,4,4,1.93503,0.0,0.0,0
3,243074.38,24303.06,20,10,10,4,3.566366,0.0,0.0,0
119,193599.05,1489.22,131,130,0,270,0.0,2.0,2.0,0
401,850453.92,92467.96,7,6,1,154,0.0,6.0,6.0,0
102,307865.4,63912.32,25,2,23,63,0.000391,24.0,24.0,0
3,70.13,0.0,5,1,4,4,25.249475,0.0,0.0,0
3,27416.8,5482.21,7,5,2,4,12.825794,0.0,0.0,0
119,200099.63,2858.57,71,70,0,270,0.0,3.0,3.0,0
3,139137.23,46347.64,6,3,3,4,0.329852,0.0,0.0,0
257,1081558.4,11518.59,142,92,50,270,1.499355,3.0,3.0,0
3,321.88,0.54,5,2,3,4,34.011938,0.0,0.0,0
3,314.18,0.0,3,1,2,4,50.499508,0.0,0.0,0
119,319295.62,2956.44,109,108,0,270,0.0,2.0,2.0,0
3,406.42,130.68,6,3,3,4,0.099539,0.0,0.0,0
3,323.37,0.0,3,1,2,4,50.499508,0.0,0.0,0
119,319291.53,6793.44,48,47,0,270,0.0,2.0,2.0,0
3,325.83,0.04,4,2,2,4,50.499508,0.0,0.0,0
3,327.37,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,132455.72,14626.51,16,9,7,4,28.148937,0.0,0.0,0
3,54651.8,9105.66,12,6,6,4,2.586917,0.0,0.0,0
382,146465.48,1784.93,76,12,64,245,1.118656,12.0,12.0,0
119,200114.78,2668.2,76,75,0,270,0.0,3.0,3.0,0
3,60.48,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,45.8,0.0,2,1,1,4,20.008512,0.0,0.0,0
3,325.23,0.84,4,2,2,4,50.499508,0.0,0.0,0
413,487978.73,12543.53,70,35,35,270,0.205331,1.0,1.0,0
3,45.7,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,323.22,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,326.3,0.6,4,2,2,4,50.499508,0.0,0.0,0
3,166619.4,15147.22,12,11,0,4,0.0,0.0,0.0,0
308,315727.97,307.42,1245,58,1187,270,9.217543,2.0,2.0,0
3,1.87,0.0,2,1,1,4,1.13339,0.0,0.0,0
3,13.15,0.0,2,1,1,4,0.99833,0.0,0.0,0
154,510841.27,7534.32,30,22,8,189,10.406836,37.0,37.0,0
3,225889.9,5647.25,41,40,0,4,0.0,0.0,0.0,0
3,233413.0,1122.93,366,206,160,4,1.118292,0.0,0.0,0
3,410.37,41.68,5,2,3,4,33.666165,0.0,0.0,0
3,30136.37,7529.0,8,4,4,4,9.623838,0.0,0.0,0
3,137372.8,2668.22,43,21,22,4,19.859562,0.0,0.0,0
3,484436.53,69184.25,14,7,7,4,15.622106,0.0,0.0,0
119,283909.95,6171.96,47,46,0,270,0.0,2.0,2.0,0
3,66.78,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,29421.6,5844.97,10,5,5,4,50.729314,0.0,0.0,0
3,98.15,0.0,2,1,1,4,1.9978,0.0,0.0,0
401,750849.52,9070.69,69,50,19,270,1.905887,13.0,13.0,0
308,57938.47,1400.87,27,20,7,270,148.387754,1.0,1.0,0
3,64.95,0.0,5,1,4,4,25.249475,0.0,0.0,0
3,1010752.82,12862.78,143,76,67,4,0.175093,0.0,0.0,0
3,164848.47,1573.61,191,96,95,4,0.222938,0.0,0.0,0
3,329.18,0.82,4,2,2,4,50.499246,0.0,0.0,0
400,42984.33,8596.87,6,5,0,270,0.0,1.0,1.0,0
3,74.05,0.18,5,2,3,4,33.666151,0.0,0.0,0
3,62.87,0.0,4,1,3,4,33.665988,0.0,0.0,0
154,539141.38,17166.59,24,11,13,98,2.37278,2.0,2.0,0
3,7.88,0.51,5,2,3,4,666.999528,0.0,0.0,0
3,196.93,0.0,2,1,1,4,0.9978,0.0,0.0,0
3,597204.92,2284.99,437,219,218,4,0.158237,0.0,0.0,0
3,11.62,0.0,2,1,1,4,10.99938,0.0,0.0,0
226,1010246.45,1523.8,1100,630,470,270,0.080238,4.0,4.0,0
3,118075.02,32760.68,14,3,11,4,0.0,0.0,0.0,0
3,322.95,0.0,3,1,2,4,50.499508,0.0,0.0,0
119,198952.03,1578.98,127,126,0,270,0.0,2.0,2.0,0
3,2395.62,0.0,2,1,1,4,2.004475,0.0,0.0,0
3,746162.05,1126.9,1230,640,590,4,293.035811,0.0,0.0,0
3,327.67,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,5.92,0.0,2,1,1,4,21.99916,0.0,0.0,0
119,463200.85,1193.82,389,388,0,270,0.0,2.0,2.0,0
3,5.47,0.0,5,2,3,4,666.999528,0.0,0.0,0
465,391184.1,1739.15,444,224,220,270,0.103251,2.0,2.0,0
257,471793.35,1019.21,900,459,441,270,1.448489,3.0,3.0,0
3,52280.37,17423.46,6,3,3,4,2.034238,0.0,0.0,0
3,153433.95,13933.48,22,11,11,4,12.999425,0.0,0.0,0
401,1122209.77,20847.99,63,51,12,270,2.995108,12.0,12.0,0
226,283365.9,13911.96,17,13,4,270,8.740763,2.0,2.0,0
287,946736.93,33097.16,14,4,10,178,0.100775,10.0,10.0,0
119,319311.18,6024.74,54,53,0,270,0.0,2.0,2.0,0
119,382058.48,2961.69,130,129,0,270,0.0,2.0,2.0,0
3,29120.35,1848.13,17,11,6,4,14.027667,0.0,0.0,0
3,97.33,0.0,2,1,1,4,0.881137,0.0,0.0,0
119,319328.75,6516.91,50,49,0,270,0.0,2.0,2.0,0
119,229005.03,3754.18,62,61,0,270,0.0,2.0,2.0,0
3,68.3,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,8357.73,3947.18,4,2,2,4,1.02,0.0,0.0,0
3,198.78,0.0,2,1,1,4,2.9891,0.0,0.0,0
436,761625.25,9215.18,88,65,23,189,68.147821,9.0,9.0,0
401,653813.17,9940.57,66,63,3,270,0.740417,14.0,14.0,0
3,790743.55,60820.21,26,13,13,4,8.078733,0.0,0.0,0
119,226781.43,5967.93,39,38,0,270,0.0,2.0,2.0,0
3,658.08,0.0,2,1,1,4,11.99938,0.0,0.0,0
308,105187.75,2921.88,37,36,0,270,0.0,1.0,1.0,0
3,204993.97,8077.48,36,17,19,4,5.598758,0.0,0.0,0
3,19466.22,1377.45,27,14,13,4,29.692347,0.0,0.0,0
3,6494.37,2157.53,6,3,3,4,3.958527,0.0,0.0,0
3,76.57,0.49,5,2,3,4,33.666163,0.0,0.0,0
3,636611.42,6274.58,198,100,98,4,34.093169,0.0,0.0,0
3,15.08,0.17,5,2,3,4,666.999528,0.0,0.0,0
3,77675.92,1608.34,77,39,38,4,0.21497,0.0,0.0,0
3,69.98,0.0,5,2,3,4,33.666149,0.0,0.0,0
3,7458.8,1486.35,10,5,5,4,10.419551,0.0,0.0,0
3,331.07,0.82,4,2,2,4,50.499487,0.0,0.0,0
3,76924.9,19206.85,8,4,4,4,0.91445,0.0,0.0,0
3,271639.03,14294.35,38,19,19,4,0.634872,0.0,0.0,0
3,6604.78,3296.21,4,2,2,4,2.274328,0.0,0.0,0
3,0.0,0.0,1,1,0,4,0.0,0.0,0.0,0
436,86467.47,3133.21,160,3,157,270,0.992914,12.0,12.0,0
3,312029.88,20794.23,30,15,15,4,0.602291,0.0,0.0,0
119,226748.1,11934.11,20,19,0,270,0.0,2.0,2.0,0
377,456852.83,6866.22,131,45,86,101,114.944505,46.0,48.0,0
3,9.42,0.42,5,2,3,4,666.999528,0.0,0.0,0
174,651150.63,137.38,4759,4736,23,23,217.011227,40.0,40.0,0
308,388064.4,5682.65,86,41,45,189,9.63372,13.0,13.0,0
377,292991.27,2034.11,176,11,165,238,0.155293,2.0,2.0,0
3,1010558.57,91325.3,28,11,17,4,0.689255,0.0,0.0,0
119,159929.8,39982.45,5,4,0,270,0.0,2.0,2.0,0
119,198921.02,2009.3,100,99,0,270,0.0,2.0,2.0,0
3,73.22,0.33,5,2,3,4,33.666149,0.0,0.0,0
3,201.07,0.0,2,1,1,4,1.229888,0.0,0.0,0
3,323.55,0.21,103,2,101,4,99.019293,0.0,0.0,0
3,5.32,0.0,5,2,3,4,666.999528,0.0,0.0,0
3,311.78,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,38652.25,12878.49,6,3,3,4,5.116635,0.0,0.0,0
3,327.12,0.3,4,2,2,4,50.499508,0.0,0.0,0
3,2461.72,111.33,44,22,22,4,0.061847,0.0,0.0,0
3,69.38,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,176.63,0.0,2,1,1,4,1.813816,0.0,0.0,0
3,337584.42,37422.27,18,9,9,4,3.980524,0.0,0.0,0
3,24023.1,0.0,3,1,2,4,0.060706,0.0,0.0,0
3,322.5,0.36,4,2,2,4,50.499508,0.0,0.0,0
78,1041856.23,12776.2,117,76,41,270,0.405851,2.0,2.0,0
456,1070765.23,394.71,5203,2692,2511,294,10.908594,2.0,2.0,0
119,226780.22,4628.17,50,49,0,270,0.0,2.0,2.0,0
3,398177.53,8248.56,92,48,44,4,0.139885,0.0,0.0,0
3,322.55,0.53,4,2,2,4,50.499286,0.0,0.0,0
23,788488.35,14601.64,55,54,0,21,0.0,1.0,1.0,0
223,1125655.83,11485.87,107,30,77,140,4.147886,19.0,19.0,0
3,93022.78,0.0,4,1,3,4,0.005835,0.0,0.0,0
3,321.82,1.42,4,2,2,4,50.499508,0.0,0.0,0
3,111598.48,27895.72,8,4,4,4,0.807319,0.0,0.0,0
3,436582.98,9125.87,6,3,3,4,3.696303,0.0,0.0,0
3,412392.97,7208.44,109,57,52,4,126.540021,0.0,0.0,0
3,34466.9,8615.98,8,4,4,4,0.075647,0.0,0.0,0
3,101857.85,3083.63,65,33,32,4,6.78743,0.0,0.0,0
389,239827.12,0.57,16453,2,9998,237,197.985178,57.0,57.0,0
292,142922.48,14.21,10000,9891,109,270,1640.615115,26.0,26.0,0
3,63.68,0.0,4,1,3,4,33.666149,0.0,0.0,0
226,599650.35,6463.39,158,89,69,270,1.097723,3.0,3.0,0
3,6.1,0.0,2,1,1,4,0.989144,0.0,0.0,0
3,326.25,0.53,4,2,2,4,50.499508,0.0,0.0,0
60,297857.55,4315.39,65,23,42,250,2.320498,16.0,16.0,0
3,50.75,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,325.22,0.0,3,1,2,4,50.499487,0.0,0.0,0
3,629.68,0.0,2,1,1,4,6.121208,0.0,0.0,0
308,747555.38,37254.36,23,19,4,189,118.499849,3.0,3.0,0
3,456172.42,83.6,10000,5062,4938,4,1.099584,0.0,0.0,0
3,908779.07,226488.05,13,4,9,4,0.931942,0.0,0.0,0
3,28.67,2.16,4,2,2,4,78.565123,0.0,0.0,0
3,325.43,0.33,4,2,2,4,50.499508,0.0,0.0,0
3,134012.18,26788.02,10,5,5,4,1.988914,0.0,0.0,0
65,301091.28,2.93,3,2,1,270,8.4,16.0,16.0,0
3,424540.5,60632.41,14,7,7,4,4.523948,0.0,0.0,0
3,1929.48,961.93,3,2,1,4,0.090214,0.0,0.0,0
119,226756.63,1585.71,144,143,0,270,0.0,2.0,2.0,0
3,100.23,0.0,4,1,3,4,33.666163,0.0,0.0,0
413,159112.6,1138.96,266,137,129,270,90.498096,1.0,1.0,0
3,697603.9,30789.36,41,22,19,4,0.055007,0.0,0.0,0
3,163619.77,920.96,304,175,129,4,52.440877,0.0,0.0,0
3,8.97,2.41,4,2,2,4,43.979395,0.0,0.0,0
401,690486.32,32066.54,15,9,6,263,2.309629,8.0,8.0,0
3,323.83,0.84,7,2,5,4,20.199506,0.0,0.0,0
336,418039.63,8222.5,16,6,10,210,1.682518,4.0,4.0,0
119,200121.92,1493.45,135,134,0,270,0.0,2.0,2.0,0
3,66.47,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,85.88,0.0,2,1,1,4,0.2984,0.0,0.0,0
3,0.0,0.0,1,1,0,4,0.0,0.0,0.0,0
119,212709.57,0.0,5,1,4,270,7.499441,4.0,4.0,0
3,323.08,0.63,4,2,2,4,50.499286,0.0,0.0,0
154,807524.02,861.89,1353,671,682,98,55.199817,12.0,12.0,0
3,324.63,0.69,4,2,2,4,50.499508,0.0,0.0,0
3,318.15,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,2207.57,0.0,2,1,1,4,1.509182,0.0,0.0,0
119,319295.95,6941.22,47,46,0,270,0.0,2.0,2.0,0
257,468755.98,4680.74,185,98,87,270,1.05108,4.0,4.0,0
3,324.85,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,330.65,0.0,4,1,3,4,33.666143,0.0,0.0,0
3,5.37,0.0,2,1,1,4,0.50723,0.0,0.0,0
102,141459.5,2719.84,78,35,43,175,14.05924,10.0,10.0,0
119,226781.55,1426.3,160,159,0,270,0.0,2.0,2.0,0
3,26.9,0.0,6,1,5,4,9.999558,0.0,0.0,0
119,226782.18,2006.92,114,113,0,270,0.0,2.0,2.0,0
3,78.88,0.0,5,2,3,4,33.666163,0.0,0.0,0
308,42212.13,628.44,22,19,3,270,40.275782,1.0,1.0,0
3,1.37,0.0,2,1,1,4,0.198475,0.0,0.0,0
3,9.63,0.42,5,2,3,4,666.999528,0.0,0.0,0
3,5.72,0.2,5,2,3,4,666.999528,0.0,0.0,0
3,288147.18,34225.08,17,8,9,4,7.109696,0.0,0.0,0
3,8.92,0.0,6,2,4,4,500.249528,0.0,0.0,0
119,226787.22,4628.31,50,49,0,270,0.0,2.0,2.0,0
416,1307279.17,665.98,2350,1789,561,270,1.326232,1.0,1.0,0
3,325.53,0.91,104,2,102,4,98.048505,0.0,0.0,0
3,96419.53,3831.43,40,24,16,4,0.102105,0.0,0.0,0
3,315.2,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,330.47,0.0,3,1,2,4,50.499508,0.0,0.0,0
3,259527.03,28836.34,10,9,0,4,0.0,0.0,0.0,0
119,226772.63,2314.01,99,98,0,270,0.0,2.0,2.0,0
308,221836.43,6.33,4,2,2,270,0.499192,3.0,3.0,0
3,69.57,0.0,4,1,3,4,33.666149,0.0,0.0,0
3,1226718.08,5168.35,468,235,233,4,1.045323,0.0,0.0,0
3,66.52,0.0,4,1,3,4,33.666149,0.0,0.0,0
277,1570626.52,2959.25,472,397,75,238,1.351894,39.0,40.0,0
3,60513.05,20171.02,4,3,0,4,0.0,0.0,0.0,0
3,3.62,0.0,2,1,1,4,0.58033,0.0,0.0,0
3,6.32,0.0,5,2,3,4,666.999528,0.0,0.0,0
25,476826.85,21537.47,39,12,27,189,14.192912,3.0,3.0,0
3,949090.93,75552.71,22,10,12,4,0.048304,0.0,0.0,0
377,200433.4,0.0,3,1,2,270,0.06666,2.0,2.0,0
29,261979.38,27.29,10000,7916,2084,294,4.237474,52.0,52.0,0
425,91629.55,0.0,3,1,2,280,0.012002,1.0,1.0,0
436,494869.17,4955.44,142,72,70,63,14.798108,8.0,8.0,0
349,899900.58,33088.25,31,14,17,123,7.403734,54.0,54.0,0
3,11.13,0.0,5,2,3,4,666.999528,0.0,0.0,0
119,244604.37,1910.97,129,128,0,270,0.0,2.0,2.0,0
341,818491.23,146.14,10000,5033,4967,213,320.780375,73.0,73.0,0
202,15955.08,1486.36,12,6,6,123,0.993871,1.0,1.0,0
311,46352.6,11283.84,7,2,5,270,10.194942,1.0,1.0,0
3,15462.57,7731.0,4,2,2,4,0.803397,0.0,0.0,0
3,211.42,0.0,2,1,1,4,2.008092,0.0,0.0,0
3,245270.3,81753.0,6,3,3,4,116.701924,0.0,0.0,0
3,312.5,0.0,3,1,2,4,50.499508,0.0,0.0,0
436,0.0,0.0,1,1,0,270,0.0,7.0,7.0,0
3,19046.52,2706.02,13,7,6,4,0.540857,0.0,0.0,0
3,682571.43,128205.64,11,5,6,4,2.67381,0.0,0.0,0
308,195497.37,7141.49,19,5,14,270,0.215935,2.0,2.0,0
308,996074.65,16080.27,57,54,3,189,1.023456,1.0,1.0,0
119,200112.75,1653.82,122,121,0,270,0.0,2.0,2.0,0
3,687269.15,40295.47,32,17,15,4,0.7495,0.0,0.0,0
3,153568.08,76737.68,4,2,2,4,5.068039,0.0,0.0,0
308,722485.52,5913.61,51,20,31,270,0.243728,3.0,3.0,0
226,249204.78,15180.23,26,13,13,270,1.020344,2.0,2.0,0
432,415975.77,737.25,1067,544,523,270,1.053079,1.0,1.0,0
3,325.23,0.84,4,2,2,4,50.499508,0.0,0.0,0
436,283684.25,45544.37,9,3,6,39,3.664639,9.0,9.0,0
3,22478.05,7488.96,6,3,3,4,2.527685,0.0,0.0,0
3,811712.75,155.2,10000,5060,4940,4,4.309155,0.0,0.0,0
3,312.55,0.0,2,1,1,4,0.078611,0.0,0.0,0
3,70055.88,6162.38,20,10,10,4,1.349587,0.0,0.0,0
3,5.17,0.0,5,2,3,4,666.999528,0.0,0.0,0
119,319320.53,3433.55,94,93,0,270,0.0,4.0,4.0,0
3,11.77,0.11,5,2,3,4,666.999528,0.0,0.0,0
3,9.0,0.66,6,2,4,4,500.249528,0.0,0.0,0
